Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C287:EHM034692|EHA02331_bin.15_gene_261_4	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_6 (5)	177		5/6	0/8	0/8		LidA_Long_CC,N_methyl	Pfam	LidA_Long_CC,N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_261_5	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_7 (3)	148		5/6	0/8	0/8		N_methyl,T2SSG	Pfam	N_methyl,T2SSG	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_268_11	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_75_8 (5)	192		5/6	0/8	5/8		Uncharacterized protein	ModelOrg_C287	AbiEi_4,DUF8658,FaeA,HTH_17,HTH_23,HTH_29,HTH_DeoR,RWP-RK,Sigma70_r4,Sigma70_r4_2,UBA_ARI1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
C287:EHM034692|EHA02331_bin.15_gene_268_17	C287			yes	pairwise		STP248.12601_R.bin.118|k141_520429_36 (4)	347		5/6	0/8	0/8		Asp_protease,Asp_protease_2,DUF1905,gag-asp_proteas,PE-PGRS_C,RVP	Pfam	Asp_protease,Asp_protease_2,DUF1905,gag-asp_proteas,PE-PGRS_C,RVP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_268_2	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_247_4 (5)	311		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_279_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_279_2 (3)	286		5/6	0/8	6/8		DUF4815,Flg_new_2,UCP029691	Pfam	DUF4815,Flg_new_2,UCP029691	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_284_12	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_19 (5)	147		5/6	0/8	0/8		Phage_holin_3_6	Pfam	Phage_holin_3_6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_28_3	C287			yes	pairwise			274		5/6	0/8	6/8		Outer membrane autotransporter barrel domain protein	ModelOrg_C287	Autotransporter,VacA_C,YadA_anchor	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_35_1	C287			yes	pairwise			127		5/6	0/8	0/8		Gln-synt_N	Pfam	Gln-synt_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_36_2	C287			yes	pairwise			1088		5/6	0/8	0/8		DUF4251,PATR	Pfam	DUF4251,PATR	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_40_1	C287			yes	pairwise			336		5/6	0/8	5/8		ANAPC3,RMD1-3,TPR_1,TPR_11,TPR_14,TPR_16,TPR_17,TPR_19,TPR_2,TPR_6,TPR_8,TPR_9,TPR_CcmH_CycH	Pfam	ANAPC3,RMD1-3,TPR_1,TPR_11,TPR_14,TPR_16,TPR_17,TPR_19,TPR_2,TPR_6,TPR_8,TPR_9,TPR_CcmH_CycH	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_48_1	C287			yes	pairwise			1231		5/6	0/8	0/8		Outer membrane autotransporter barrel domain protein	ModelOrg_C287	PATR	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_52_2	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	453		5/6	0/8	0/8		DUF3106,DUF6241,RPAP1_N	Pfam	DUF3106,DUF6241,RPAP1_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_55_2	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_983138_33 (5)	181		5/6	0/8	0/8		Cytomega_gL,DUF2017	Pfam	Cytomega_gL,DUF2017	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_55_33	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_33 (5)	175		5/6	0/8	8/8		HTH_16,Sel1,Ta0938,TPR_27,VIT	Pfam	HTH_16,Sel1,Ta0938,TPR_27,VIT	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_58_4	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_58_4 (2)	121		5/6	0/8	1/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_62_12	C287			yes	pairwise		STP248.12601_R.bin.118|k141_642822_6 (3)	916		5/6	0/8	0/8		ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,GlnE,Myb_DNA-bind_3,Myb_DNA-bind_4,NTP_transf_2	Pfam	ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,GlnE,Myb_DNA-bind_3,Myb_DNA-bind_4,NTP_transf_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_62_26	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_62_26 (5)	376		5/6	0/8	0/8		Arylesterase,Beta-prop_Rol-3,BT_3535-like,NHL,SGL,SSL_N,TrAA12	Pfam	Arylesterase,Beta-prop_Rol-3,BT_3535-like,NHL,SGL,SSL_N,TrAA12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_62_37	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_28 (4)	326		5/6	0/8	3/8		FHA,Neisseria_TspB,RAB3GAP2_N,Tt1218-like,Yop-YscD_cpl	Pfam	FHA,Neisseria_TspB,RAB3GAP2_N,Tt1218-like,Yop-YscD_cpl	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_63_1	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_1015956_32 (5)	288		5/6	0/8	0/8		DUF6113,Form_Nir_trans	Pfam	DUF6113,Form_Nir_trans	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_67_2	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_31 (5)	195		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_71_8	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_254_20 (5)	101		5/6	0/8	0/8		Oleosin	Pfam	Oleosin	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_71_9	C287			yes	pairwise			235		5/6	0/8	4/8		Peptidase M15C domain-containing protein	ModelOrg_C287	Peptidase_M15_3,Peptidase_M15_4,PG_binding_1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1
C287:EHM034692|EHA02331_bin.15_gene_87_13	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_87_13 (3)	111		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_87_2	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_1318991_57 (3)	236		5/6	0/8	8/8		Sel1,TPR_16,TPR_20,TPR_27	Pfam	Sel1,TPR_16,TPR_20,TPR_27	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_89_16	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_1014015_36 (5)	234		5/6	0/8	0/8		HAD_2,Hydrolase,Hydrolase_like	Pfam	HAD_2,Hydrolase,Hydrolase_like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_0_1	C286			yes	pairwise			128		5/6	0/8	1/8		Acyl_transf_1,DnaA_N	Pfam	Acyl_transf_1,DnaA_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_10_2	C286			yes	pairwise			67		5/6	0/8	4/8		ThiS,ThiS-like	Pfam	ThiS,ThiS-like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_113_15	C286			yes	pairwise			519		5/6	0/8	0/8		ISP3_C	Pfam	ISP3_C	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_113_5	C286			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_31 (5)	199		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_121_5	C286			yes	pairwise		UHM1210.23070_R.bin.101|k141_692359_19 (5)	152		5/6	0/8	0/8		Asp4,DUF2207_C,DUF2721,Phage_holin_3_6	Pfam	Asp4,DUF2207_C,DUF2721,Phage_holin_3_6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_122_1	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_122_1 (4)	262		5/6	0/8	0/8		Endonuclease/exonuclease/phosphatase	ModelOrg_C286	BRISC_FAM175B_helical,Exo_endo_phos,Exo_endo_phos_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_122_2	C286			yes	pairwise		STP248.12601_R.bin.118|k141_962093_11 (3)	322		5/6	0/8	8/8		DUF6268	Pfam	DUF6268	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C286:EHM034720|EHA02359_bin.2_gene_128_5	C286			yes	pairwise			111		5/6	0/8	1/8		AddB_5th,CCDC-167,DUF4164,FapA,FlxA,SIKE	Pfam	AddB_5th,CCDC-167,DUF4164,FapA,FlxA,SIKE	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_133_2	C286			yes	pairwise		STP248.12601_R.bin.118|k141_771786_39 (6)	273		5/6	0/8	0/8		DUF432	Pfam	DUF432	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_136_3	C286			yes	pairwise			183		5/6	0/8	5/8		5-FTHF_cyc-lig,DUF7892	Pfam	5-FTHF_cyc-lig,DUF7892	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
C286:EHM034720|EHA02359_bin.2_gene_143_4	C286			yes	pairwise			433		5/6	0/8	7/8		ABC_tran	Pfam	ABC_tran	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1
C286:EHM034720|EHA02359_bin.2_gene_150_11	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_150_11 (4)	92		5/6	0/8	4/8		Exonuc_VII_S,KxDL,MTR4_beta-barrel,ParB	Pfam	Exonuc_VII_S,KxDL,MTR4_beta-barrel,ParB	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_151_2	C286			yes	pairwise		UHM1210.23070_R.bin.101|k141_1014015_36 (5)	232		5/6	0/8	0/8		5_nucleotid,Acid_PPase,DUF2209,HAD_2,Hydrolase,Hydrolase_like	Pfam	5_nucleotid,Acid_PPase,DUF2209,HAD_2,Hydrolase,Hydrolase_like	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_152_8	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_152_8 (5)	644		5/6	0/8	0/8		DUF7344,Endotoxin_C2,HEAT_Nup120,SOV1_middle,SUCH1_C,TPR_19,TPR_30	Pfam	DUF7344,Endotoxin_C2,HEAT_Nup120,SOV1_middle,SUCH1_C,TPR_19,TPR_30	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_153_1	C286			yes	pairwise			725		5/6	0/8	0/8		GlnD_3rd,GlnD_UR_UTase,HD,NTP_transf_2	Pfam	GlnD_3rd,GlnD_UR_UTase,HD,NTP_transf_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_156_5	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_156_5 (3)	236		5/6	0/8	4/8		DUF3313,TraT	Pfam	DUF3313,TraT	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
C286:EHM034720|EHA02359_bin.2_gene_167_1	C286			yes	pairwise			321		5/6	0/8	5/8		Beta-galactosidase	ModelOrg_C286	DUF4434,Glyco_hydro_35,Glyco_hydro_42	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1
C286:EHM034720|EHA02359_bin.2_gene_179_1	C286			yes	pairwise			65		5/6	0/8	1/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_186_16	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	456		5/6	0/8	0/8		ATPTG10,DUF4034,HEAT_2,VG15,YTH3_C	Pfam	ATPTG10,DUF4034,HEAT_2,VG15,YTH3_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_186_7	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_186_7 (5)	741		5/6	0/8	0/8		BD-FAE,DLH,DPPIV_N,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,Tricorn_N	Pfam	BD-FAE,DLH,DPPIV_N,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_189_1	C286			yes	pairwise			212		5/6	0/8	6/8		NNH2	Pfam	NNH2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1
C286:EHM034720|EHA02359_bin.2_gene_190_13	C286			yes	pairwise		STP248.12601_R.bin.118|k141_540405_48 (4)	335		5/6	0/8	0/8		Gln-synt_C,Gln-synt_N	Pfam	Gln-synt_C,Gln-synt_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_196_15	C286			yes	pairwise			625		5/6	0/8	0/8		AP_endonuc_2,Glyco_hydro_70	Pfam	AP_endonuc_2,Glyco_hydro_70	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_199_16	C286			yes	pairwise			103		5/6	0/8	1/8		Transposase_mut	Pfam	Transposase_mut	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_199_5	C286			yes	pairwise		STP248.12601_R.bin.118|k141_540405_79 (4)	246		5/6	0/8	2/8		Impact_N,Met_synt_B12	Pfam	Impact_N,Met_synt_B12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_199_6	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_246_2 (5)	354		5/6	0/8	0/8		DacZ_A,URO-D	Pfam	DacZ_A,URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_202_1	C286			yes	pairwise			69		5/6	0/8	4/8		DUF6579,DUF7833,RQC	Pfam	DUF6579,DUF7833,RQC	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_202_2	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_202_2 (5)	164		5/6	0/8	3/8		RNase_T,Rv2179c-like	Pfam	RNase_T,Rv2179c-like	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
C286:EHM034720|EHA02359_bin.2_gene_206_5	C286			yes	pairwise		UHM1073.23039_R.bin.125|k141_327978_140 (5)	175		5/6	0/8	6/8		SecDF_P1_head,TetR_C_26	Pfam	SecDF_P1_head,TetR_C_26	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
C286:EHM034720|EHA02359_bin.2_gene_209_14	C286			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_100 (5)	207		5/6	0/8	0/8		AhpC-TSA,DUF2322,DUF6436,Redoxin,Thioredoxin_2,Thioredoxin_8	Pfam	AhpC-TSA,DUF2322,DUF6436,Redoxin,Thioredoxin_2,Thioredoxin_8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_209_8	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_286_3 (6)	259		5/6	0/8	1/8		DUF2749,DUF6384,F5_F8_type_C,F5_F8_type_C_2,Sad1_UNC	Pfam	DUF2749,DUF6384,F5_F8_type_C,F5_F8_type_C_2,Sad1_UNC	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_217_9	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_156_10 (5)	211		5/6	0/8	3/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_221_4	C286			yes	pairwise			238		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C286	DUF6908,SASA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_221_5	C286			yes	pairwise			181		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C286		1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_244_5	C286			yes	pairwise			427		5/6	0/8	8/8		CBS,CNNM,CorC_HlyC,Histone_ABTB,TMEM215	Pfam	CBS,CNNM,CorC_HlyC,Histone_ABTB,TMEM215	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C286:EHM034720|EHA02359_bin.2_gene_247_4	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_247_4 (5)	301		5/6	0/8	0/8		Tcp10_C	Pfam	Tcp10_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_250_1	C286			yes	pairwise			28		5/6	0/8	0/8		DUF8683,UVR	Pfam	DUF8683,UVR	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_253_2	C286			yes	pairwise			167		5/6	0/8	6/8		DUF456 domain-containing protein	ModelOrg_C286	DUF1269,DUF456,Gly_zipper,UCP018938	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1
C286:EHM034720|EHA02359_bin.2_gene_254_19	C286			yes	pairwise			86		5/6	0/8	0/8		DUF6737	Pfam	DUF6737	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_254_20	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_254_20 (5)	100		5/6	0/8	0/8		Cullin_Nedd8,FixS	Pfam	Cullin_Nedd8,FixS	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_2_2	C286			yes	pairwise		STP248.12601_R.bin.118|k141_129934_100 (2)	152		5/6	0/8	2/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_2_6	C286			yes	pairwise			260		5/6	0/8	4/8		Beta-prop_BBS7,DUF2321	Pfam	Beta-prop_BBS7,DUF2321	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_32_2	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_55_33 (5)	176		5/6	0/8	8/8		Sel1,VIT	Pfam	Sel1,VIT	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C286:EHM034720|EHA02359_bin.2_gene_33_2	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_251_2 (5)	518		5/6	0/8	0/8		G6PD_C,G6PD_N	Pfam	G6PD_C,G6PD_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_33_3	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_45_1 (5)	358		5/6	0/8	0/8		DUF8715,OpcA_G6PD_assem,OpcA_G6PD_C	Pfam	DUF8715,OpcA_G6PD_assem,OpcA_G6PD_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_41_1	C286			yes	pairwise		STP248.12601_R.bin.118|k141_540405_63 (5)	675		5/6	0/8	5/8		OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	Pfam	OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_46_5	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_46_5 (3)	295		5/6	0/8	0/8		Type I phosphodiesterase/nucleotide pyrophosphatase	ModelOrg_C286	Metalloenzyme,Phosphodiest,Sulfatase	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_53_8	C286			yes	pairwise			196		5/6	0/8	0/8		ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant	Pfam	ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_55_23	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	1010		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C286	CBM_35,Cytochrome_CBB3,Cytochrom_C,HZS_alpha,Paired_CXXCH_1,PD40,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_56_3	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_66_8 (5)	116		5/6	0/8	0/8		DUF3240,Halo_RE,Nit_Regul_Hom,P-II	Pfam	DUF3240,Halo_RE,Nit_Regul_Hom,P-II	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_19	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_131_14 (4)	284		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_21	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_2 (5)	465		5/6	0/8	0/8		6PGD,NAD_binding_11,NAD_binding_2	Pfam	6PGD,NAD_binding_11,NAD_binding_2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_3	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_6 (5)	177		5/6	0/8	0/8		N_methyl	Pfam	N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_4	C286			yes	pairwise		STP248.12601_R.bin.118|k141_540405_51 (5)	153		5/6	0/8	0/8		ABC_membrane_2,ComGE,N_methyl	Pfam	ABC_membrane_2,ComGE,N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_5	C286			yes	pairwise		STP248.12601_R.bin.118|k141_540405_52 (5)	329		5/6	0/8	0/8		Jiraiya,N_methyl	Pfam	Jiraiya,N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_6	C286			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_3 (5)	316		5/6	0/8	0/8		DUF1418,DUF8577,NCMAP,T2SSK_1st,UspB	Pfam	DUF1418,DUF8577,NCMAP,T2SSK_1st,UspB	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_76_7	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_2 (5)	421		5/6	0/8	0/8		Av_adeno_fibre	Pfam	Av_adeno_fibre	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
